"no","name","cat","model","qty","cost","price","min"
"NA0401GO","COVER AIR CLEANER","Filters","TVS / Universal","0","425","500","5"
"NA040200","TUBE OUTLET EFI","General Spare Parts","TVS / Universal","0","0.85","1","5"
"NA040210","SEAL AIR CLEANER","Filters","TVS / Universal","0","425","500","5"
"NA050020","MUFFLER SUB ASSY WITH GUARD METRO +","General Spare Parts","TVS / Universal","0","13676.5","16090","5"
"NA0500SO","MUFFLER COMP METRO +","General Spare Parts","TVS / Universal","0","14390.5","16930","5"
"NA050060","GUARD EXHAUST METRO +","General Spare Parts","TVS / Universal","0","3689","4340","5"
"NA050SOO","GUARD EXHAUST FRONT","General Spare Parts","TVS / Universal","0","816","960","5"
"NAOSOOIO","TCI UNIT METRO +","General Spare Parts","TVS / Universal","0","10846","12760","5"
"NAOS0020","MAGNETO ASSY","General Spare Parts","TVS / Universal","0","19371.5","22790","5"
"NAOSOOSO","TCI UNIT ASSY","General Spare Parts","TVS / Universal","0","13727.5","16150","5"
"NAOS0070","MAGNETO ASSY","General Spare Parts","TVS / Universal","0","16549.5","19470","5"
"NAOS0200","STARTER MOTOR","General Spare Parts","TVS / Universal","0","13931.5","16390","5"
"NAOS0210","ECU UNIT HOLDER","General Spare Parts","TVS / Universal","0","425","500","5"
"NA080010","GEAR OILPUMP DRIVE METRO +","Oils & Fluids","TVS / Universal","0","1521.5","1790","5"
"NA080020","GEAR PRIMARY DRIVE ASSY METRO +","General Spare Parts","TVS / Universal","0","3000.5","3530","5"
"NA0800SO","SPRING SHIFT SHAFT RETURN METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA110120","PEDAL BRAKE COMP","Brakes","TVS / Universal","0","2830.5","3330","5"
"NA120040","PILLION FOOTREST COMP L METRO -","General Spare Parts","TVS / Universal","0","425","500","5"
"NA120070","8RKT STOPLAMP SWITCH","Electrical","TVS / Universal","0","425","500","5"
"NA120460","BATTERY HOLDER","Electrical","TVS / Universal","0","425","500","5"
"NA120500","RIDER FOOTREST Disc COMP","Brakes","TVS / Universal","0","7021","8260","5"
"NA130010","SEAT ASSY METRO -","General Spare Parts","TVS / Universal","0","16379.5","19270","5"
"NA130020","SEAT FOAM METRO +","General Spare Parts","TVS / Universal","0","7148.5","8410","5"
"NA1300SO","COVER COMP SEAT METRO + 2,","General Spare Parts","TVS / Universal","0","586.5","690","5"
"NA14002013","FUEL TANK + T SET MET BLUE METRO +","General Spare Parts","TVS / Universal","0","15529.5","18270","5"
"NA1400204C","FUEL TANK + T SET VOL RED METRO +","General Spare Parts","TVS / Universal","0","15529.5","18270","5"
"NA1400204DA","FUEL TANK + T SET + SIL METRO +","General Spare Parts","TVS / Universal","0","14892","17520","5"
"NA140060","FUEL COCK ASSY WITH HOSES METRO +","General Spare Parts","TVS / Universal","0","2915.5","3430","5"
"NA140260","SEAL FUEL PUMP MODULE","General Spare Parts","TVS / Universal","0","425","500","5"
"NA140280","HOSE ROLL OVER VALVE","Engine","TVS / Universal","0","425","500","5"
"NA140SIO","HOSE PURGE VALVE","Engine","TVS / Universal","0","425","500","5"
"NA160020","SWITCH ASSY RH ES METRO -","Electrical","TVS / Universal","0","4250","5000","5"
"NAISOOSO","WIRING HARNESS ES METRO +","General Spare Parts","TVS / Universal","0","8619","10140","5"
"NA160050","DIGITAL SPEEDOMETER ASSY METRO +","General Spare Parts","TVS / Universal","0","18589.5","21870","5"
"NA160080","REGULATOR DC","General Spare Parts","TVS / Universal","0","8228","9680","5"
"NAISOIIO","FUEL SENDER ASSY METRO +","General Spare Parts","TVS / Universal","0","2822","3320","5"
"NA160160","MOBILE CHARGER Usa","General Spare Parts","TVS / Universal","0","3128","3680","5"
"NA160S20","REGULATOR DC","General Spare Parts","TVS / Universal","0","7981.5","9390","5"
"NA170010","THROTTLE ASSY","General Spare Parts","TVS / Universal","0","892.5","1050","5"
"NA180040","ENGINE ASSY -STA SPORT 110 ES 4 sp","Engine","TVS / Universal","0","316098","371880","5"
"NA2000SO","SPRING WASHER MS SS","General Spare Parts","TVS / Universal","0","425","500","5"
"NA220060","PILLION HANDLE METRO +","General Spare Parts","TVS / Universal","0","1717","2020","5"
"NA22008013","TAIL CVR LH + T SET MET BLUE METRO","General Spare Parts","TVS / Universal","0","4819.5","5670","5"
"NA2200804C","TAIL CVR LH + T SET VOL RED METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA2200804DA","TAIL CVR LH + TSET + SIL METRO","General Spare Parts","TVS / Universal","0","1283.5","1510","5"
"NA2200G013","TAIL CVR RH + T SET MET BLUE METRO","General Spare Parts","TVS / Universal","0","4819.5","5670","5"
"NA2200G04C","TAIL CVR RH + T SET VOL RED METRO +","General Spare Parts","TVS / Universal","0","4819.5","5670","5"
"NA2200G04DA","TAIL CVR RH + T SET + SIL METRO","General Spare Parts","TVS / Universal","0","425","500","5"
"NA22010013","TAIL CVR CTR + T SET MET BLUE METRO","General Spare Parts","TVS / Universal","0","680","800","5"
"NA2201004C","TAIL CVR CTR + T SET VOL RED METRO","General Spare Parts","TVS / Universal","0","731","860","5"
"NA2201004D","TAIL COVER CENTER + LOGO METRO +","General Spare Parts","TVS / Universal","0","833","980","5"
"NA220110","BRACKET TAIL METRO -","General Spare Parts","TVS / Universal","0","646","760","5"
"NA22012013A","COVER FRAME LH METTALIC BLUE METRO","General Spare Parts","TVS / Universal","0","12954","15240","5"
"NA2201204CA","COVER FRAME LH VOLCANO RED METRO +","General Spare Parts","TVS / Universal","0","3740","4400","5"
"NA2201204DD","COVER FRAME LH BLACK + SILVER METRO","General Spare Parts","TVS / Universal","0","6443","7580","5"
"NA2201S013A","COVER FRAME RH METTALIC BLUE METRO","General Spare Parts","TVS / Universal","0","5882","6920","5"
"NA2201S04CA","COVER FRAME RH VOLCANO RED METRO -","General Spare Parts","TVS / Universal","0","12580","14800","5"
"NA2201304DD","COVER FRAME RH BLACK + SILVER METRO","General Spare Parts","TVS / Universal","0","3544.5","4170","5"
"NA220140","COVER FRAME LOWER L METRO +","General Spare Parts","TVS / Universal","0","756.5","890","5"
"NA220150","COVER FRAME LOWER R METRO -","General Spare Parts","TVS / Universal","0","756.5","890","5"
"NA22016013","HSG HEADLAMP METTALIC BLUE METRO +","Engine","TVS / Universal","0","7718","9080","5"
"NA2201604C","HSG HEADLAMP + T SET VOL RED METRO","Engine","TVS / Universal","0","9018.5","10610","5"
"NA2201604DA","HSG HEADLAMP BLACK SIVER METRO +","Engine","TVS / Universal","0","8559.5","10070","5"
"NA2201704D","VISOR HEADLAMP + TAPESET METRO +","Engine","TVS / Universal","0","5287","6220","5"
"NA220180","HOUSING HEAD LAMP REAR METRO +","Engine","TVS / Universal","0","1589.5","1870","5"
"NA2201GO","8RKT COMP HSG HEADLAMP METRO +","Engine","TVS / Universal","0","3799.5","4470","5"
"NA220200","HEADLAMP ASSY METRO +","Engine","TVS / Universal","0","10225.5","12030","5"
"NA220220","BODY' FRONT FENDER RR METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA2202SO","COVER FRAME INNER L METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA220240","COVER FRAME INNER R METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA220250","FENDER REAR METRO +","General Spare Parts","TVS / Universal","0","2388.5","2810","5"
"NA2202GO","8RKT COVER FRAME L METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA220SOO","8RKT COVER FRAME R METRO +","General Spare Parts","TVS / Universal","0","425","500","5"
"NA220450","TAPESET ES VOLCANO RED METRO +","General Spare Parts","TVS / Universal","0","20323.5","23910","5"
"NA220680","TAPESET ES BLACK + SILVER METRO +","General Spare Parts","TVS / Universal","0","20323.5","23910","5"
"NA2207GO","TAPESET ES METALIC BLUE METRO +","General Spare Parts","TVS / Universal","0","20323.5","23910","5"
"NA320020","KIT SPRING HEAD LAMP METRO +","Engine","TVS / Universal","0","425","500","5"
"NA3200SO","ROTOR ASSY ES","General Spare Parts","TVS / Universal","0","6647","7820","5"
"NA320040","STATOR ASSY ES","Electrical","TVS / Universal","0","4615.5","5430","5"
"NA3201SO","KIT PISTON CHROME PLATED METRO +","Engine","TVS / Universal","0","1853","2180","5"
"NA320140","KIT PISTON CHROME PLATED METRO +","Engine","TVS / Universal","0","6647","7820","5"
"NA320150","KIT CYL BLOCK & PISTON METRO + (AIT)","Engine","TVS / Universal","0","17136","20160","5"
"NA320160","KIT MAJOR GASKET ENGINE METRO +","Engine","TVS / Universal","0","3961","4660","5"
"NA320170","KIT CONNECTING ROD METRO +","General Spare Parts","TVS / Universal","0","1700","2000","5"
"NA320210","BOTTOM COVER SPEEDOMETER METRO +","General Spare Parts","TVS / Universal","0","1963.5","2310","5"
"NA320220","TOP COVER SPEEDOMETER METRO +","General Spare Parts","TVS / Universal","0","2312","2720","5"
"N3060010","MAGNETO ASSY","General Spare Parts","TVS / Universal","0","48968.5","57610","5"
"N3060030","REGULATOR cuM RECTIFIER (AIT)","General Spare Parts","TVS / Universal","0","9435","11100","5"
"N3080240","GASKET OIL LEVEL PLUG","Oils & Fluids","TVS / Universal","0","425","500","5"
"N3140110","HOSE CLAMP","Electrical","TVS / Universal","0","102","120","5"
"N3150090","DAMPER HANDLE BAR (AIT)","General Spare Parts","TVS / Universal","0","1691.5","1990","5"
"N3320160","KIT STEERING CONE","General Spare Parts","TVS / Universal","0","1793.5","2110","5"
"N3320230","KIT FRONT FORK SEAL","General Spare Parts","TVS / Universal","0","3536","4160","5"
"N3320700","KIT BRAKE LEVER","Brakes","TVS / Universal","0","2805","3300","5"
"NC020010","CRANKSHAFT ASSEMBLY","Engine","TVS / Universal","0","23298.5","27410","5"
"NC060010","TCI UNIT EXP CKD","General Spare Parts","TVS / Universal","0","9792","11520","5"
"NC120020","8RKT TCI MTG","General Spare Parts","TVS / Universal","0","357","420","5"
"NC160010","DIGITAL SPEEDOMETER ASSY","General Spare Parts","TVS / Universal","0","26307.5","30950","5"
"NCI","60060 WIRING HARNESS","General Spare Parts","TVS / Universal","0","14628.5","17210","5"
"ND010040","CYLINDER HEAD COMP","Engine","TVS / Universal","0","21445.5","25230","5"
"ND010050","CYLINDER HEAD ASSY","Engine","TVS / Universal","0","33184","39040","5"
"ND020020","PISTON KIT STD (ALTI","Engine","TVS / Universal","0","2575.5","3030","5"
"ND040040","CARBURETTOR","General Spare Parts","TVS / Universal","0","19550","23000","5"
"ND040310","PLUG SAI","General Spare Parts","TVS / Universal","0","425","500","5"
"ND040320","PIPE INTAKE COMP","General Spare Parts","TVS / Universal","0","2091","2460","5"
"ND040380","BODY' THROTTLE ASSY","General Spare Parts","TVS / Universal","0","25228","29680","5"
"ND050020","MUFFLER SUB ASSY 1 (AIT)","General Spare Parts","TVS / Universal","0","16226.5","19090","5"
"ND050030","MUFFLER COMP 1 (ALTI","General Spare Parts","TVS / Universal","0","46036","54160","5"
"ND050310","MUFFLER SUB ASSY 88","General Spare Parts","TVS / Universal","0","348.5","410","5"
"ND060020","COMBINED IDI & IGNITION col ASSYI","General Spare Parts","TVS / Universal","0","14467","17020","5"
"ND060030","MAGNETO ASSY ES","General Spare Parts","TVS / Universal","0","20825","24500","5"
"ND060070","OXYGEN SENSOR","Electrical","TVS / Universal","0","11330.5","13330","5"
"ND06032G","ECU UNIT BASE UNIT","General Spare Parts","TVS / Universal","0","31968.5","37610","5"
"ND110230","8RKT BRAKE PEDAL MTG COMP 1","Brakes","TVS / Universal","0","756.5","890","5"
"ND110250","BRAKE PANEL MC FRONT","Brakes","TVS / Universal","0","1870","2200","5"
"ND110280","SPRING BRAKE RETURN DRUM","Brakes","TVS / Universal","0","425","500","5"
"ND110290","SPRING BRAKE RETURN DRUM","Brakes","TVS / Universal","0","425","500","5"
"ND110360","SPRING STOP LAMP SWITCH","Electrical","TVS / Universal","0","425","500","5"
"ND110370","PEDAL BRAKE COMP","Brakes","TVS / Universal","0","2711.5","3190","5"
"ND110380","SPRING BRAKE RETURN DRUM","Brakes","TVS / Universal","0","425","500","5"
"ND110400","HUB DRIVE SPEEDO","General Spare Parts","TVS / Universal","0","2524.5","2970","5"
"ND120330","8RKT IGN COIL MTG","Oils & Fluids","TVS / Universal","0","425","500","5"
"ND120450","BOLT PROP STAND","General Spare Parts","TVS / Universal","0","425","500","5"
"NDI","20490 8RKT STOPLAMP SWITCH","Electrical","TVS / Universal","0","425","500","5"
"ND120640","ABUTMENT BRKT BOTTOM","General Spare Parts","TVS / Universal","0","425","500","5"
"ND120970","BRACKET MOUNTING DEFLECTOR","General Spare Parts","TVS / Universal","0","425","500","5"
"ND120980","8RKT ENGINE COVER","Engine","TVS / Universal","0","425","500","5"
"ND121200","8RKT BRIDGE PILLION HANDLE COMP","General Spare Parts","TVS / Universal","0","1606.5","1890","5"
"ND140160","FLANGE BOTTOM FUEL PUMP MTG","General Spare Parts","TVS / Universal","0","425","500","5"
"ND1402594D","FUEL TANK COMP POLY BLACK","General Spare Parts","TVS / Universal","0","21411.5","25190","5"
"ND140270","HOSE CANISTER","General Spare Parts","TVS / Universal","0","425","500","5"
"ND140310","800T CANISTER","General Spare Parts","TVS / Universal","0","425","500","5"
"ND140440","HOSE THROTTLE BODY","General Spare Parts","TVS / Universal","0","0.85","1","5"
"ND150200","HANDLE BAR DRUM","General Spare Parts","TVS / Universal","0","1572.5","1850","5"
"ND160010","SWITCH ASSY L METRO REF","Electrical","TVS / Universal","0","5015","5900","5"
"ND160160","SWITCH ASSY L 2","Electrical","TVS / Universal","0","10336","12160","5"
"ND160350","MOBILE CHARGER Usa - RADEON/JUPITER","General Spare Parts","TVS / Universal","0","1623.5","1910","5"
"ND160360","WIRING HARNESS KS","General Spare Parts","TVS / Universal","0","2363","2780","5"
"ND160370","WIRING HARNESS ES","General Spare Parts","TVS / Universal","0","3077","3620","5"
"ND160440","BRACKET CABLE GUIDE","Electrical","TVS / Universal","0","425","500","5"
"ND160560","FUEL SENDER ASSY","General Spare Parts","TVS / Universal","0","1708.5","2010","5"
"ND160640","CORDSET FUEL PUMP","General Spare Parts","TVS / Universal","0","425","500","5"
"ND160760","CLAMP BATTERY S","Electrical","TVS / Universal","0","425","500","5"
"ND161010","WIRING HARNESS ASSY","General Spare Parts","TVS / Universal","0","23987","28220","5"
"ND170010","CABLE ASSY BRAKE","Brakes","TVS / Universal","0","2057","2420","5"
"ND320040","SPRING MET REF","General Spare Parts","TVS / Universal","0","425","500","5"
"ND320070","PISTON KIT I O/S","Engine","TVS / Universal","0","5941.5","6990","5"
"ND320080","KIT PISTON II O/S","Engine","TVS / Universal","0","6001","7060","5"
"ND320110","CYL 3LCK & PISTN KIT ES/KS SPOR REF","General Spare Parts","TVS / Universal","0","16668.5","19610","5"
"ND320140","KIT CYL BLOCK & PISTON SPORT ES","Engine","TVS / Universal","0","17161.5","20190","5"
"ND320520","STATOR ASSY","Electrical","TVS / Universal","0","7973","9380","5"
"ND320540","KIT CYL BLOCK & PISTON SSS RDN/ClTY+/sp","Engine","TVS / Universal","0","16592","19520","5"
"ND320610","CHAINCASE KITI","General Spare Parts","TVS / Universal","0","4114","4840","5"
"ND320650","LED BULB","Electrical","TVS / Universal","0","425","500","5"
"NE110150","CLAMP HOSE","Electrical","TVS / Universal","0","425","500","5"
"NF070010","CENTER ASSY MANUAL S","General Spare Parts","TVS / Universal","0","16991.5","19990","5"
"NF070030","GEAR ASSY PRIMARY DRIVEN 3","General Spare Parts","TVS / Universal","0","15504","18240","5"
"NF070040","HUB CLUTCH 2","General Spare Parts","TVS / Universal","0","739.5","870","5"
"NF070050","PLATE CLUTCH DRIVEN","General Spare Parts","TVS / Universal","0","0.85","1","5"
"NF070060","DISC PRESSURE CLUTCH","Brakes","TVS / Universal","0","1.7","2","5"
"NF070070","SPRING CLUTCH","General Spare Parts","TVS / Universal","0","1.7","2","5"
"NF070080","PLATE CLUTCH RELEASE 1","General Spare Parts","TVS / Universal","0","807.5","950","5"
"NF070090","SPRING CLUTCH JUDDER","General Spare Parts","TVS / Universal","0","425","500","5"
"NF070100","WASHER CLUTCH JUDDER","General Spare Parts","TVS / Universal","0","425","500","5"
"NF080010","COUNTER SHAFT COMP 1","General Spare Parts","TVS / Universal","0","4420","5200","5"
"NF080020","COUNTER SHAFT ASSY2","General Spare Parts","TVS / Universal","0","10123.5","11910","5"
"NF080030","Retainer-RTR200","General Spare Parts","TVS / Universal","0","671.5","790","5"
"NF080040","spacer-RTR200","General Spare Parts","TVS / Universal","0","425","500","5"
"NF100030","UPPER 3RKT MC","General Spare Parts","TVS / Universal","0","11262.5","13250","5"
"NF100350","LEG ASSY FRONT L 40 74100","General Spare Parts","TVS / Universal","0","35062.5","41250","5"
"NF100360","LEG ASSY FRONT R 40 74100","General Spare Parts","TVS / Universal","0","36312","42720","5"
"NF100400","LOWER BRKT COMP","General Spare Parts","TVS / Universal","0","6927.5","8150","5"
"NF100450","BALL CAGE COMP","General Spare Parts","TVS / Universal","0","0.85","1","5"
"NF110010","SPROCKET RR WHEEL 44 60 86 YES","General Spare Parts","TVS / Universal","0","7395","8700","5"
"NF110600","HOSE ASSY MS FRONT","General Spare Parts","TVS / Universal","0","2133.5","2510","5"
"NF110610","HOSE ASSY CAL FRONT","General Spare Parts","TVS / Universal","0","2881.5","3390","5"
"NF130010","SEAT ASSY","General Spare Parts","TVS / Universal","0","16430.5","19330","5"
"NF130020","COVER COMP SEAT","General Spare Parts","TVS / Universal","0","3017.5","3550","5"
"NF140150","FUEL PUMP MODULE 2V asvl","General Spare Parts","TVS / Universal","0","26707","31420","5"
"NF140160","FLANGE BOTTOM FUEL PUMP MTG","General Spare Parts","TVS / Universal","0","425","500","5"
"NF140170","FUEL PUMP MODULE ASSY","General Spare Parts","TVS / Universal","0","38794","45640","5"
"NF140180","SEAL FUEL PUMP","General Spare Parts","TVS / Universal","0","790.5","930","5"
"NF150070","DAMPER HANDLE BAR","General Spare Parts","TVS / Universal","0","2388.5","2810","5"
"NF150160","LEVER ASSY CLUTCH","General Spare Parts","TVS / Universal","0","425","500","5"
"NF1501605D","LEVER ASSY CLUTCH MATTE BLACK","General Spare Parts","TVS / Universal","0","3927","4620","5"
"NF150210","CLUTCH LEVER","General Spare Parts","TVS / Universal","0","1054","1240","5"
"NF1502105D","CLUTCH LEVER MATTE BLACK","General Spare Parts","TVS / Universal","0","1054","1240","5"
"NF150220","HOLDER COMP LEVER CLUTCH","General Spare Parts","TVS / Universal","0","935","1100","5"
"NF150260","CLAMP LEVER BRKT","Electrical","TVS / Universal","0","425","500","5"
"NF160230","SPEEDOMETER ASSY NON Aas180-150 RTR","General Spare Parts","TVS / Universal","0","42466","49960","5"
"NF160370","CLUTCH SWITCH EFI","Electrical","TVS / Universal","0","3026","3560","5"
"NF160440","DIGITAL SPEEDOMETER ASSY Aas","General Spare Parts","TVS / Universal","0","51620.5","60730","5"
"NF160590","CONTROL RELAY EFI","General Spare Parts","TVS / Universal","0","1870","2200","5"
"NF160950","HORN (RACING EDITION)","Electrical","TVS / Universal","0","2711.5","3190","5"
"NF161120","REGULATOR DC","General Spare Parts","TVS / Universal","0","10089.5","11870","5"
"NF161340","DIGITAL SPEEDOMETER ASSY BLUETOOTH","General Spare Parts","TVS / Universal","0","50345.5","59230","5"
"NF220140","8RKT COVER FRAME MTG","General Spare Parts","TVS / Universal","0","425","500","5"
